7.0250874e-001,1.3699264e-001,1
6.5947651e-001,8.8150673e-002,1
3.3254575e-001,8.7483494e-001,1
1.1460716e-001,9.4955358e-001,1
8.1571231e-001,2.1413620e-001,1
6.4777534e-001,2.5224193e-001,1
8.2394735e-001,2.7666960e-001,1
1.4660032e-001,7.1702595e-001,1
9.2344037e-001,1.9260784e-001,1
1.7769757e-001,8.3193274e-001,1
8.6143223e-001,4.3098914e-001,1
3.3988387e-001,9.8973951e-001,1
6.6443793e-001,2.2785471e-001,1
6.4898943e-003,6.5540409e-001,1
7.0767931e-001,6.5678185e-002,1
7.2115000e-001,3.1033361e-001,1
1.8938731e-002,6.9241679e-001,1
7.0299878e-001,1.6439754e-001,1
1.1220872e-001,5.6172629e-001,1
5.5881001e-001,1.7614608e-001,1
3.4378199e-001,8.0426044e-001,1
9.2739397e-002,9.6574587e-001,1
9.7372797e-001,3.3034706e-001,1
1.7270687e-001,6.4498575e-001,1
1.3884339e-001,9.1553215e-001,1
3.9537575e-001,6.3469525e-001,1
1.9134826e-001,9.3296992e-001,1
6.5694326e-001,2.8595666e-001,1
9.2642929e-001,1.2698419e-001,1
8.0129503e-001,2.2790503e-001,1
7.4963165e-002,7.5104809e-001,1
8.7661635e-001,1.1038079e-001,1
1.0644920e-001,6.7718944e-001,1
4.1737448e-002,7.5697583e-001,1
7.7825768e-001,1.3964017e-001,1
7.5658004e-001,2.4526919e-001,1
5.5566370e-001,3.7991983e-001,1
6.6838462e-001,9.5707374e-002,1
1.9277375e-001,6.6030149e-001,1
1.0975515e-001,7.8507800e-001,1
2.2170449e-001,6.3051224e-001,1
9.2000026e-001,1.4518379e-001,1
6.6070297e-001,2.8138358e-001,1
2.1276634e-001,8.6998006e-001,1
6.2954705e-001,2.3078456e-003,1
2.8381652e-002,7.7164691e-001,1
2.2832744e-001,6.4120981e-001,1
6.2929684e-001,4.3002016e-001,1
8.9953967e-002,7.2810148e-001,1
8.8028363e-001,7.2046906e-003,1
9.3802935e-001,2.1607479e-001,1
3.3544258e-001,8.5446906e-001,1
5.6880584e-001,3.6614809e-001,1
8.4378484e-001,3.2306196e-001,1
9.2545013e-001,2.7024852e-001,1
8.5048460e-001,3.2039158e-001,1
1.2960221e-001,5.8375794e-001,1
7.5544351e-001,5.4917079e-002,1
1.9444882e-001,9.4195832e-001,1
2.4990738e-001,8.8746765e-001,1
9.7480055e-001,3.4204070e-001,1
5.9616647e-001,3.1075770e-001,1
1.1442461e-001,7.7323848e-001,1
3.6265713e-002,6.1796480e-001,1
3.7138146e-001,9.9990340e-001,1
7.8937687e-001,3.0973904e-001,1
2.8519560e-001,6.6568711e-001,1
3.2634693e-001,8.9910651e-001,1
1.3471243e-001,6.6461825e-001,1
1.2283115e-001,8.2125823e-001,1
3.7945228e-001,6.8024415e-001,1
1.9987688e-001,8.1605586e-001,1
7.4603604e-001,3.8949446e-001,1
5.6009156e-001,3.7263245e-001,1
1.3747118e-001,6.7148105e-001,1
8.3074124e-001,1.2876948e-001,1
9.3250938e-001,4.4629372e-001,1
2.8032349e-001,8.2173506e-001,1
5.6839749e-001,1.7419336e-001,1
5.7228047e-001,4.1541848e-002,1
9.2577932e-001,3.4107634e-001,1
9.4865052e-001,2.1952117e-001,1
9.8907853e-001,2.6627623e-001,1
2.1683849e-001,9.1262672e-001,1
2.5258616e-001,7.4412069e-001,1
9.1872160e-001,2.8023336e-001,1
1.7437609e-001,7.9223804e-001,1
3.6624079e-001,5.6459423e-001,1
5.5871157e-001,1.5743231e-001,1
1.4888530e-001,7.8418893e-001,1
8.4986501e-002,6.2051601e-001,1
8.2536757e-001,3.9869680e-001,1
1.2904377e-001,6.3602014e-001,1
2.2325654e-001,7.1684688e-001,1
6.0090433e-001,3.3949989e-001,1
